110090,0,0
109691,1,0
109692,2,1
109294,3,2
109295,4,2
108896,5,3
108497,6,4
108498,7,5
108099,8,5
108100,9,6
107702,10,7
107303,11,7
102034,12,8
102033,13,9
102032,14,9
102432,15,10
93710,16,11
93709,17,12
93708,18,12
94107,19,13
94106,20,13
94505,21,14
94503,22,15
94902,23,15
94901,24,16
94900,25,16
95299,26,17
95298,27,17
95696,28,18
95695,29,19
96094,30,20
96093,31,21
107701,32,22
108895,33,2
108894,34,2
109293,35,23
110088,36,24
110487,37,25
110486,38,25
110885,39,26
111284,40,27
111283,41,28
111682,42,28
104463,43,29
104862,44,30
105261,45,31
104860,46,31
105259,47,32
105258,48,32
105257,49,33
105256,50,33
105254,51,34
105253,52,35
105252,53,35
105251,54,36
105250,55,36
101262,56,37
101264,57,38
100865,58,38
100866,59,39
110050,60,40
110051,61,40
109651,62,40
109250,63,41
108850,64,41
108450,65,42
108049,66,43
107249,67,44
106849,68,45
106449,69,45
106049,70,46
105249,71,47
104849,72,47
104448,73,48
104048,74,48
103248,75,49
102848,76,50
94447,77,51
94448,78,52
94049,79,53
94051,80,54
94052,81,55
94054,82,56
93655,83,56
93657,84,57
93658,85,58
93259,86,59
93260,87,60
93261,88,60
99671,89,61
110062,90,62
109261,91,63
108860,92,63
108460,93,64
108459,94,65
108059,95,65
107658,96,66
107657,97,67
108056,98,68
108455,99,69
108854,100,70
109253,101,71
109252,102,71
105641,103,72
105642,104,73
105644,105,74
105645,106,74
105246,107,75
105247,108,75
105248,109,47
105255,110,34
105260,111,31
105262,112,30
105263,113,30
96092,114,21
103664,115,76
104063,116,29
104863,117,30
93286,118,77
92885,119,78
92485,120,79
92084,121,79
91683,122,80
91283,123,80
91282,124,80
90881,125,81
90481,126,81
90080,127,82
89679,128,83
89278,129,84
88877,130,85
88477,131,86
88076,132,86
87675,133,87
87274,134,87
86873,135,88
110089,136,24
110886,137,25
111282,138,28
111681,139,89
112080,140,90
112079,141,91
112478,142,91
112476,143,92
112875,144,93
112874,145,93
104896,146,94
104497,147,95
104498,148,96
104099,149,96
104100,150,97
104500,151,97
104900,152,98
105301,153,98
105701,154,99
106102,155,100
106502,156,101
106903,157,101
107304,158,102
107704,159,102
108105,160,103
108505,161,103
108906,162,104
109306,163,104
109707,164,105
100867,165,39
111680,166,89
111679,167,106
111279,168,106
110878,169,107
110478,170,107
110077,171,108
109277,172,109
108877,173,109
108876,174,109
108476,175,110
108874,176,111
108873,177,112
101660,178,113
101661,179,113
101662,180,114
101265,181,38
101266,182,39
84869,183,115
85269,184,115
85270,185,116
85670,186,117
86071,187,117
86472,188,88
87674,189,87
88075,190,118
88476,191,86
89664,192,119
89663,193,120
89662,194,120
89661,195,121
90059,196,122
90058,197,122
90057,198,123
90456,199,124
90455,200,125
90454,201,125
90453,202,126
90852,203,126
90851,204,127
90850,205,127
90848,206,128
90847,207,129
91246,208,130
91245,209,131
91244,210,131
91243,211,132
105244,212,133
105643,213,73
105640,214,72
105639,215,134
105637,216,135
105636,217,135
106035,218,136
106033,219,137
106032,220,137
93287,221,77
92886,222,77
90882,223,138
90482,224,138
90081,225,82
89680,226,82
89279,227,84
88878,228,84
87275,229,87
86876,230,139
86477,231,139
86078,232,140
85678,233,140
85279,234,141
96492,235,21
86064,236,142
85665,237,142
85667,238,143
85268,239,115
86471,240,144
90480,241,81
94050,242,54
94053,243,55
93654,244,56
93656,245,57
93659,246,58
93262,247,145
93263,248,145
92864,249,146
92866,250,147
92867,251,147
92469,252,148
92470,253,149
92071,254,149
92072,255,150
91673,256,151
91273,257,151
104861,258,31
92913,259,152
82880,260,153
83280,261,154
83680,262,154
84080,263,155
84479,264,156
84879,265,141
104848,266,47
102448,267,50
102048,268,157
102049,269,157
102050,270,158
101651,271,158
101652,272,159
101653,273,159
101253,274,160
97281,275,161
97681,276,162
98081,277,162
98482,278,163
98882,279,163
99283,280,164
99683,281,164
100084,282,165
100885,283,166
101285,284,166
101686,285,167
102086,286,167
102487,287,168
102889,288,169
102890,289,170
103291,290,171
103692,291,172
104093,292,173
101658,293,174
101659,294,174
101663,295,114
80871,296,175
80472,297,176
80473,298,176
80073,299,176
79673,300,177
79273,301,177
78473,302,178
78073,303,179
77674,304,180
77675,305,180
77676,306,181
77677,307,181
77678,308,182
77679,309,182
77279,310,183
77280,311,184
76879,312,183
76079,313,185
75679,314,186
98085,315,187
97686,316,188
97687,317,188
97289,318,189
97290,319,190
110863,320,191
110462,321,191
109661,322,192
108057,323,68
108456,324,68
108853,325,71
107649,326,44
108875,327,111
109272,328,112
109271,329,193
109670,330,194
109669,331,195
110068,332,195
110066,333,196
110465,334,197
110464,335,197
94108,336,12
94506,337,198
94903,338,15
95301,339,199
95698,340,17
95697,341,18
96096,342,200
96493,343,21
82489,344,201
82891,345,202
82892,346,203
82893,347,203
82894,348,204
82895,349,204
82896,350,205
82898,351,206
82899,352,206
82900,353,207
82901,354,207
83302,355,208
83303,356,208
83305,357,209
83306,358,210
83307,359,210
83308,360,211
83309,361,211
83310,362,212
83311,363,212
94878,364,213
94478,365,213
94077,366,214
93676,367,214
93276,368,215
92876,369,215
92875,370,216
92476,371,217
92077,372,217
91678,373,218
91279,374,218
90879,375,219
90880,376,81
84470,377,220
84469,378,221
85671,379,117
89678,380,83
83281,381,154
82881,382,153
82882,383,222
82883,384,222
82884,385,223
82485,386,223
82487,387,224
82488,388,201
82897,389,205
83304,390,209
108506,391,225
110108,392,226
110908,393,227
111309,394,228
111710,395,229
112510,396,230
112911,397,231
113312,398,232
114112,399,233
114513,400,234
114914,401,235
115714,402,236
116115,403,237
116516,404,238
117316,405,239
117717,406,240
96491,407,241
94504,408,14
95300,409,199
96095,410,20
96892,411,242
96494,412,20
96097,413,200
95699,414,17
95700,415,199
95302,416,243
95303,417,243
95304,418,244
94905,419,14
94906,420,198
94507,421,198
94508,422,245
94109,423,12
94110,424,11
94111,425,11
110489,426,246
108897,427,3
119658,428,247
119259,429,247
119260,430,248
118862,431,249
118463,432,249
118064,433,250
118065,434,250
117666,435,251
117267,436,252
116868,437,253
116068,438,254
115668,439,255
115267,440,256
114467,441,257
114067,442,258
113666,443,258
113266,444,259
112865,445,260
112064,446,261
114068,447,262
114069,448,262
114070,449,263
113671,450,263
113672,451,264
113273,452,265
113274,453,93
112876,454,266
112477,455,92
112479,456,91
111683,457,28
109677,458,108
110067,459,196
110466,460,267
85287,461,268
85285,462,269
85284,463,269
85283,464,270
85282,465,270
84881,466,271
84880,467,271
86077,468,272
106103,469,100
105702,470,100
105302,471,273
104901,472,98
104501,473,97
104098,474,96
104496,475,95
104895,476,274
105293,477,275
105292,478,275
105691,479,276
105690,480,276
106089,481,277
106088,482,277
99672,483,278
107705,484,102
106904,485,279
106503,486,101
103700,487,280
103299,488,281
102899,489,282
102498,490,282
102098,491,283
110107,492,105
110508,493,227
112110,494,230
112511,495,230
113311,496,231
113712,497,233
114913,498,234
115314,499,236
115715,500,236
93312,501,152
93311,502,284
93711,503,11
93712,504,285
105649,505,46
103648,506,49
102051,507,158
100853,508,160
100452,509,286
99652,510,287
99252,511,287
104864,512,288
104065,513,289
103665,514,76
103266,515,290
102867,516,291
102468,517,292
102068,518,293
101668,519,293
101269,520,294
100869,521,294
100470,522,295
86473,523,88
86072,524,296
84468,525,221
84067,526,297
83666,527,298
83266,528,298
82865,529,299
82864,530,299
82464,531,299
82063,532,300
81662,533,300
81261,534,301
80861,535,301
80860,536,301
92914,537,302
93313,538,152
107302,539,7
107700,540,22
108496,541,4
109690,542,0
110488,543,246
111709,544,228
114113,545,233
116916,546,239
117317,547,239
90079,548,83
91278,549,218
91677,550,303
92076,551,217
92475,552,304
118861,553,305
118464,554,306
116867,555,252
116468,556,254
114867,557,257
112465,558,261
111664,559,307
111263,560,308
92484,561,79
93687,562,309
94087,563,309
94488,564,310
94888,565,310
95289,566,311
95689,567,311
96090,568,241
85278,569,141
100453,570,286
100052,571,286
98452,572,312
98051,573,313
97651,574,313
97250,575,314
96849,576,315
96449,577,316
87673,578,317
88072,579,318
88471,580,319
88470,581,319
88869,582,320
88868,583,320
89267,584,321
89266,585,321
89264,586,322
98852,587,312
96448,588,316
96048,589,316
95647,590,323
94846,591,51
94446,592,51
115667,593,256
116067,594,324
116467,595,324
117266,596,252
117665,597,250
118063,598,325
118462,599,249
118860,600,305
83265,601,326
84467,602,297
84868,603,115
84471,604,220
84072,605,327
84073,606,327
83674,607,328
83675,608,328
108454,609,69
100467,610,329
88096,611,330
88097,612,330
88098,613,331
88500,614,332
88501,615,332
88502,616,333
88504,617,334
88505,618,334
88506,619,335
88908,620,336
88909,621,336
88910,622,337
88912,623,338
88913,624,338
88914,625,339
89315,626,339
90116,627,340
90516,628,341
90917,629,341
91317,630,342
96490,631,241
92865,632,146
92868,633,343
108449,634,43
109652,635,344
109254,636,70
108855,637,70
108457,638,68
108058,639,65
107659,640,66
106860,641,345
106461,642,345
106061,643,346
105662,644,347
93713,645,285
86057,646,348
85656,647,348
85256,648,349
84856,649,349
84056,650,350
83655,651,351
83255,652,351
82854,653,352
82453,654,353
82452,655,353
82052,656,354
86874,657,355
84068,658,221
82463,659,356
100868,660,294
95225,661,357
95226,662,358
95227,663,358
95229,664,359
95230,665,360
95231,666,360
95233,667,361
95234,668,362
95235,669,362
95236,670,363
95238,671,364
94839,672,365
94840,673,366
94841,674,366
94843,675,367
94844,676,368
94445,677,368
88503,678,333
88101,679,332
88100,680,332
88099,681,331
88095,682,369
87694,683,370
87692,684,371
87691,685,372
87690,686,372
87689,687,373
87688,688,373
87687,689,374
88087,690,375
88486,691,375
88885,692,376
89284,693,376
89283,694,377
105703,695,100
104902,696,273
89277,697,85
93686,698,309
82466,699,378
82067,700,379
81668,701,380
81269,702,381
80870,703,175
106034,704,136
106031,705,382
106030,706,382
106029,707,383
106428,708,384
106027,709,385
105627,710,385
105227,711,386
104827,712,386
104426,713,387
104026,714,387
103626,715,388
96891,716,190
96889,717,189
96888,718,189
97287,719,389
97286,720,389
97684,721,187
97683,722,390
98082,723,390
98480,724,391
98478,725,392
98877,726,393
98876,727,393
99275,728,394
99274,729,394
101650,730,158
101649,731,157
101648,732,157
102047,733,395
105648,734,46
93314,735,302
92915,736,302
92917,737,396
92518,738,397
92519,739,397
92521,740,398
92522,741,399
92523,742,399
92525,743,400
92526,744,401
92127,745,401
92129,746,402
92130,747,403
92131,748,403
92133,749,404
91734,750,405
91735,751,405
91737,752,406
91738,753,407
95247,754,323
94045,755,408
93644,756,408
93243,757,409
92842,758,409
92042,759,410
91641,760,411
91240,761,411
90839,762,412
90439,763,412
100071,764,295
100072,765,413
99673,766,278
99675,767,394
99276,768,414
99277,769,414
98879,770,392
98880,771,391
98481,772,391
98483,773,163
98084,774,187
98086,775,188
97688,776,415
97291,777,190
96495,778,20
83278,779,416
83279,780,416
82486,781,224
82490,782,202
92074,783,304
91272,784,151
90872,785,417
90471,786,418
89670,787,419
89269,788,320
88468,789,420
88067,790,421
87667,791,422
87266,792,422
86865,793,423
86465,794,423
85664,795,142
85666,796,143
85267,797,424
119657,798,425
120056,799,426
120055,800,427
120454,801,427
120853,802,428
120852,803,428
121251,804,429
121650,805,430
122049,806,431
122048,807,431
122448,808,432
122847,809,433
122846,810,433
110879,811,107
108475,812,434
109270,813,193
109693,814,1
108499,815,5
107703,816,7
114468,817,435
113670,818,263
113272,819,265
102488,820,169
102489,821,169
103693,822,172
104494,823,436
104495,824,436
97685,825,187
98479,826,392
99273,827,278
87666,828,422
88467,829,421
89669,830,437
90070,831,419
92073,832,150
92474,833,304
97285,834,438
